,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,MARGEN_TOTAL_CALCULADO
0,434.48,52.8,52.8,381.68
1,1264.05,327.18,327.18,936.87
2,551.61,177.68,177.68,2617.56
3,140.0,38.96,38.96,101.04
4,172.41,101.71,101.71,141.41
5,237.07,49.41,49.41,375.32
6,14000.0,5323.76,5323.76,8676.24
7,94.5,38.96,38.96,166.62
8,1615.0,517.89,517.89,1097.11
9,1615.0,517.89,517.89,1097.11
10,1615.0,517.89,517.89,1097.11
11,1615.0,0.0,586.32,1028.68
12,1615.0,0.0,586.32,1028.68
13,1485.25,0.0,86.22,1399.03
14,2095.25,0.0,742.05,1353.2
15,192.5,51.73,149.6,84.17
16,771.28,124.0,124.0,1294.56
17,125.0,0.0,141.9,-50.69
18,821.3,0.0,78.7,3713.02
19,821.3,0.0,75.77,5218.69
20,496.35,27.43,27.43,1406.76
21,938.53,147.76,147.76,2372.32
22,718.52,259.35,259.35,459.17
23,898.25,332.65,332.65,565.6
24,1500.0,0.36,0.36,2999.28
25,1848.0,1081.89,1081.89,2298.34
26,485.0,124.0,124.0,1805.0
27,375.0,44.14,44.14,1985.17
28,2005.46,489.39,489.39,3032.15
29,1299.32,305.44,305.44,29816.42
30,856.04,295.24,295.24,3364.8
31,1299.32,305.44,305.44,29816.42
32,601.23,178.6,178.6,422.63
33,150.5,68.95,68.95,815.55
34,215.96,78.32,78.32,1376.36
35,382.1,5.76,5.76,376.34
36,485.23,45.01,45.01,440.22
37,945.0,289.05,289.05,655.95
38,259.6,64.85,64.85,7789.83
39,938.53,0.0,161.73,776.8
40,12720.0,0.0,1509.14,33632.58
41,619.21,101.71,101.71,4657.47
42,505.08,0.0,81.91,4231.66
43,1328.0,0.0,497.54,6643.69
44,599.05,0.0,98.76,1000.59
45,803.0,140.29,140.29,662.71
46,785.25,181.88,181.88,1206.75
47,615.85,249.89,249.89,731.93
48,385.2,48.56,48.56,1346.56
49,2150.0,0.0,195.26,1954.74
50,531.0,85.29,85.29,2228.53
51,385.0,220.0,220.0,165.0
52,500.0,211.36,211.36,288.64
53,835.5,242.48,242.48,1186.05
54,895.5,235.56,235.56,1319.87
55,1264.25,0.0,319.8,944.45
56,1264.25,0.0,313.8,950.45
57,605.0,44.7,44.7,2241.2
58,337.7,4.02,4.02,333.68
59,558.14,69.23,69.23,977.82
60,558.14,69.23,69.23,977.82
61,1412.0,556.14,556.14,2567.58
62,1188.0,447.68,447.68,2220.95
63,663.0,95.82,95.82,3403.09
64,495.8,158.4,158.4,674.8
65,2177.5,272.65,272.65,15238.78
66,505.23,161.63,161.63,687.21
67,985.1,105.68,105.68,3517.68
68,2644.28,0.0,795.74,7394.17
69,522.0,51.38,51.38,941.24
70,255.01,291.72,291.72,-36.71
71,551.25,0.0,240.87,3103.83
72,364.55,52.48,52.48,312.07
73,662.0,139.82,139.82,522.18
74,1475.3,275.5,275.5,35994.05
75,999.91,200.3,200.3,2398.82
76,1450.0,372.67,372.67,10773.27
77,1450.0,360.5,360.5,6537.02
78,1450.0,337.97,337.97,6672.21
79,415.0,113.47,113.47,2412.27
80,272.0,77.13,77.13,1948.71
81,1025.87,0.0,115.58,1820.59
82,1587.25,0.0,165.19,2844.11
83,2985.36,0.0,385.71,5199.3
84,566.64,85.89,85.89,480.75
85,431.5,95.96,95.96,4026.44
86,528.3,131.65,131.65,4759.85
87,1880.28,0.0,292.75,1587.53
88,150.0,71.25,71.25,1574.98
89,98.0,38.96,38.96,59.04
90,830.25,363.33,363.33,1400.75
91,473.28,27.08,27.08,446.2
92,1659.6,436.54,436.54,1223.06
93,107.76,38.96,38.96,68.8
94,499.0,113.22,113.22,385.78
95,900.0,0.0,247.52,1957.43
96,1189.0,0.0,160.03,3086.92
97,1435.0,0.0,369.59,3196.22
98,495.0,0.0,67.42,855.16
99,125.0,71.25,71.25,53.75
100,175.0,75.89,75.89,99.11
101,2625.5,0.0,1214.3,2822.4
102,2464.2,1041.08,1041.08,2846.25
103,2068.5,1298.68,1298.68,1539.64
104,925.6,0.0,387.87,537.73
105,1517.63,435.3,435.3,1082.33
106,498.85,0.0,24.38,1897.88
107,2629.5,167.3,167.3,2462.2
108,535.09,104.4,104.4,430.69
109,1195.84,0.0,336.57,1718.56
110,1572.45,0.0,647.84,924.61
111,2375.5,0.0,436.05,7757.81
112,2080.85,0.0,449.35,3263.0
113,2118.0,0.0,406.61,1711.39
114,1250.0,281.94,281.94,968.06
115,617.0,0.0,67.22,2199.14
116,510.0,0.0,37.76,944.47
117,197.5,13.38,13.38,184.12
118,1000.0,0.0,226.23,773.77
119,425.2,0.0,130.2,1180.01
120,485.5,0.0,137.08,696.84
121,385.0,220.0,220.0,165.0
122,3892.24,492.92,492.92,3399.32
123,197.5,13.38,13.38,184.12
124,871.5,174.76,174.76,696.74
125,375.29,0.0,106.0,807.87
126,1100.0,246.94,246.94,1706.11
127,565.4,90.18,90.18,475.22
128,351.64,156.83,156.83,779.23
129,988.25,0.0,146.88,3365.46
130,828.69,0.0,186.95,2566.97
131,657.58,0.0,99.32,2233.04
132,1125.0,130.78,130.78,994.22
133,1125.0,134.36,134.36,990.64
134,913.4,189.47,189.47,10859.02
135,462.0,220.0,220.0,242.0
136,2665.3,395.14,395.14,2270.16
137,1579.6,141.65,141.65,1437.95
138,1800.18,526.27,526.27,15286.91
139,533.6,0.0,150.79,1531.22
140,720.0,96.78,96.78,6232.18
141,1877.65,533.27,533.27,4033.13
142,972.0,319.99,319.99,4564.05
143,1899.18,0.0,164.55,3469.25
144,1022.5,168.4,168.4,1708.21
145,3859.99,0.0,418.59,10324.2
146,1054.0,0.0,665.36,388.64
147,2399.01,0.0,569.1,7319.64
148,1143.25,78.83,78.83,3193.27
149,568.65,0.0,83.5,1455.46
150,3053.25,0.0,791.1,6786.45
151,705.5,0.0,143.89,1684.84
152,813.1,222.0,222.0,1182.21
153,357.85,113.59,113.59,488.51
154,866.7,153.97,153.97,7127.32
155,514.25,112.64,112.64,2409.66
156,307.5,87.1,87.1,220.4
157,1046.11,0.0,297.59,1497.03
158,300.0,0.0,111.63,565.11
159,1991.0,182.75,182.75,5424.76
160,759.17,0.0,106.18,2611.96
161,788.05,0.0,150.48,2550.28
162,420.0,36.92,36.92,766.16
163,945.0,299.62,299.62,645.38
164,345.0,31.72,31.72,939.84
165,994.64,155.39,155.39,1678.51
166,738.4,145.21,145.21,1186.38
167,1452.18,150.74,150.74,1301.44
168,197.5,17.39,17.39,1080.66
169,336.93,106.55,106.55,230.38
170,568.26,0.0,89.85,2870.43
171,2259.43,0.0,143.11,2116.32
172,447.42,0.0,42.86,809.13
173,2174.6,0.0,337.19,1837.41
174,919.0,0.0,226.23,692.77
175,145.0,51.36,51.36,187.29
176,375.0,98.64,98.64,2210.9
177,2625.5,1214.3,1214.3,2822.4
178,594.83,0.0,325.78,2152.37
179,2278.45,431.83,431.83,3693.24
180,408.87,124.0,124.0,284.87
181,1136.53,175.18,175.18,961.35
182,862.07,12.4,12.4,849.67
183,2525.0,0.0,1782.0,2229.0
184,337.7,36.53,36.53,602.34
185,1499.3,672.74,672.74,9092.12
186,2349.48,1190.42,1190.42,6954.33
187,510.0,0.0,70.04,1759.83
188,813.05,0.0,189.75,1246.6
189,1048.0,0.0,346.74,1402.51
190,525.0,112.61,112.61,824.79
191,8500.0,0.0,3061.83,8157.26
192,119.83,38.96,38.96,161.74
193,813.0,227.18,227.18,585.82
194,2068.5,0.0,773.91,1294.59
195,1518.0,304.25,304.25,7282.48
196,597.06,173.0,173.0,2120.3
197,683.25,29.9,29.9,653.35
198,813.1,222.0,222.0,591.1
199,690.81,0.0,52.74,11485.18
200,1520.0,378.69,378.69,2282.61
201,385.0,220.0,220.0,165.0
202,435.0,0.0,253.0,182.0
203,206.9,0.0,98.63,108.27
204,1450.0,0.0,254.34,43043.83
205,780.25,37.66,37.66,1485.18
206,799.12,44.54,44.54,1509.16
207,821.89,48.09,48.09,1547.6
208,839.43,51.09,51.09,1576.68
209,901.12,141.49,141.49,1519.26
210,992.0,201.21,201.21,1581.59
211,1109.22,188.85,188.85,1840.74
212,1112.0,297.2,297.2,1629.6
213,725.1,30.17,30.17,4864.51
214,387.45,54.82,54.82,665.26
215,1674.0,0.0,187.31,2973.38
216,960.0,0.0,366.42,1187.16
217,689.92,112.8,112.8,1154.25
218,689.92,112.8,112.8,1154.25
219,813.0,0.0,227.18,585.82
220,3200.0,0.0,427.12,8318.65
221,3105.0,0.0,369.07,16415.61
222,355.0,101.99,101.99,2530.08
223,2218.27,0.0,1204.71,2027.11
224,650.32,0.0,74.08,576.24
225,1615.0,1179.22,1179.22,435.78
226,1615.0,1179.22,1179.22,435.78
227,1615.0,1179.22,1179.22,435.78
228,1615.0,1179.22,1179.22,435.78
229,1615.0,1179.22,1179.22,435.78
230,598.0,338.28,338.28,519.44
231,445.0,160.14,160.14,569.73
232,303.45,106.55,106.55,393.8
233,369.25,137.48,137.48,463.54
234,355.0,119.05,119.05,1179.76
235,681.75,0.0,125.12,2226.53
236,407.0,127.62,127.62,2793.81
237,488.0,120.29,120.29,2941.71
238,543.0,113.69,113.69,3005.15
239,509.0,161.1,161.1,2783.22
240,1365.0,131.71,131.71,3699.86
241,1015.0,0.0,459.8,2220.81
242,562.32,88.95,88.95,1893.48
243,1125.0,7342.41,7342.41,-6217.41
244,1485.0,0.0,440.7,2088.59
245,1475.3,339.43,339.43,34076.16
246,625.2,29.29,29.29,2383.65
247,565.4,90.42,90.42,949.97
248,498.77,0.0,69.55,858.43
249,2508.7,0.0,470.09,2038.61
250,1028.35,0.0,373.69,1309.32
251,1265.2,0.0,559.98,705.22
252,799.1,0.0,178.49,1861.84
253,1156.5,0.0,139.69,1016.81
254,992.25,173.44,173.44,2456.42
255,358.7,0.0,48.23,931.41
256,1498.16,0.0,208.27,1289.89
257,1599.5,0.0,688.35,911.15
258,1455.25,0.0,375.4,1079.85
259,1398.79,0.0,415.77,983.02
260,1472.0,0.0,601.65,1740.71
261,398.85,236.98,236.98,485.62
262,1229.88,0.0,449.84,2340.12
263,1020.0,0.0,87.59,1864.82
264,625.2,0.0,43.81,2325.56
265,468.97,33.9,33.9,1740.25
266,2524.5,688.31,688.31,1836.19
267,1030.0,236.68,236.68,3173.29
268,1094.6,210.46,210.46,3536.56
269,2625.5,1214.3,1214.3,2822.4
270,3890.0,918.12,918.12,17831.27
271,3890.0,0.0,1133.81,16537.11
272,462.0,220.0,220.0,242.0
273,4315.0,0.0,41.26,4273.74
274,992.25,173.44,173.44,2456.42
275,519.0,78.24,78.24,881.52
276,512.36,211.36,211.36,301.0
277,382.76,137.48,137.48,245.28
278,560.04,0.0,134.94,425.1
279,913.4,235.81,235.81,10163.91
280,1255.2,370.94,370.94,884.26
281,337.7,0.0,36.53,602.34
282,965.5,0.0,269.59,1391.83
283,265.0,87.1,87.1,711.61
284,2265.0,435.26,435.26,1829.74
285,574.0,67.47,67.47,2026.12
286,1103.0,122.14,122.14,4904.32
287,577.8,152.37,152.37,850.87
288,1330.68,0.0,428.56,8119.07
289,800.0,216.65,216.65,583.35
290,2218.27,1246.35,1246.35,3887.68
291,470.0,143.8,143.8,326.2
292,594.83,326.23,326.23,2686.01
293,999.91,212.44,212.44,787.46
294,980.6,317.3,317.3,663.3
295,980.6,317.3,317.3,663.3
296,1405.25,269.6,269.6,3406.95
297,812.53,0.0,111.07,1402.92
298,375.29,87.1,87.1,288.19
299,355.0,119.05,119.05,4719.05
300,1666.85,1666.85,1666.85,0.0
301,470.0,143.8,143.8,1631.0
302,4650.5,2644.78,2644.78,2005.72
303,1551.2,303.31,303.31,7487.35
304,1548.0,673.14,673.14,1749.72
305,4508.2,0.0,1783.73,2724.47
306,462.0,220.0,220.0,484.0
307,107.76,38.96,38.96,137.6
308,2377.0,417.45,417.45,1959.55
309,839.28,261.77,261.77,5775.15
310,1078.5,0.0,351.08,10911.33
311,385.0,220.0,220.0,165.0
312,2359.7,377.29,377.29,7929.63
313,970.0,145.03,145.03,7424.73
314,999.91,212.44,212.44,787.46
315,1215.5,358.0,358.0,1714.99
316,1910.0,97.81,195.77,1714.24
317,1520.25,525.52,525.52,3978.9
318,1350.0,248.65,248.65,2202.7
319,375.0,44.14,44.14,1654.31
320,462.0,220.0,220.0,242.0
321,1410.6,281.63,281.63,2257.93
322,358.0,0.0,30.77,1636.14
323,1608.0,541.44,541.44,2133.12
324,448.6,0.0,70.12,2270.88
325,710.0,112.11,112.11,597.89
326,647.1,0.0,244.02,8061.59
327,3053.25,761.07,761.07,4584.37
328,337.0,106.55,106.55,921.81
329,1953.26,626.37,626.37,2653.78
330,498.0,143.8,143.8,708.4
331,2005.5,327.61,327.61,1677.89
332,568.97,0.0,60.56,508.41
333,850.0,174.73,174.73,1350.55
334,932.5,300.96,300.96,3789.24
335,1615.0,1179.22,1179.22,435.78
336,1179.25,319.43,319.43,859.82
337,1179.25,319.43,319.43,859.82
338,1848.4,417.02,417.02,1431.38
339,1848.4,417.02,417.02,1431.38
340,497.2,66.08,66.08,1724.46
341,999.91,212.44,212.44,787.46
342,659.48,98.65,98.65,1121.66
343,375.0,64.98,64.98,1860.1
344,94.5,38.96,38.96,111.08
345,153.0,51.36,51.36,203.29
346,98.0,38.96,38.96,118.08
347,14000.0,5211.65,5211.65,8788.35
348,732.0,222.0,222.0,510.0
349,999.91,200.3,200.3,1599.22
350,265.08,87.1,87.1,1779.83
351,2835.0,0.0,620.47,11072.63
352,1247.5,0.0,376.35,1742.29
353,850.2,519.02,519.02,331.18
354,485.3,0.0,89.76,395.54
355,570.3,0.0,72.34,497.96
356,3096.5,1282.76,1282.76,7254.98
357,1784.0,116.97,116.97,3334.07
358,7903.2,0.0,2448.37,5454.83
359,3349.0,0.0,1273.61,6226.16
360,6900.0,0.0,3489.32,6821.36
361,585.13,97.0,97.0,488.13
362,561.0,71.53,71.53,1957.88
363,561.0,88.34,88.34,1890.66
364,710.0,228.89,228.89,1443.34
365,579.66,0.0,50.94,528.72
366,800.0,0.0,45.28,754.72
367,395.0,0.0,4.92,1170.24
368,3040.48,1137.06,1137.06,11420.51
369,2366.63,698.18,698.18,16684.54
370,691.68,211.36,211.36,480.32
371,862.33,410.21,410.21,452.12
372,120.0,38.96,38.96,81.04
373,18500.0,0.0,1560.44,33879.12
374,150.0,0.0,88.63,1534.31
375,190.52,71.25,71.25,238.54
376,1850.0,0.0,710.34,2279.32
377,636.21,102.22,102.22,533.99
378,918.0,0.0,502.32,1247.03
379,525.0,97.46,97.46,3420.34
380,495.0,172.28,172.28,645.43
381,354.5,155.02,155.02,398.97
382,354.5,177.36,177.36,177.14
383,2198.58,216.46,216.46,5946.37
384,1260.48,213.66,213.66,4187.27
385,780.25,37.66,37.66,1485.18
386,799.12,44.54,44.54,1509.16
387,821.89,48.09,48.09,1547.6
388,839.43,51.09,51.09,1576.68
389,190.52,72.37,72.37,118.15
390,435.0,220.0,220.0,215.0
391,527.59,64.91,64.91,462.68
392,1205.0,258.43,258.43,946.57
393,704.5,173.0,173.0,531.5
394,4150.0,0.0,714.2,61844.32
395,778.17,391.24,391.24,773.87
396,907.5,116.73,116.73,790.77
397,165.0,48.49,48.49,349.53
398,862.35,410.21,410.21,452.14
399,1551.72,316.4,316.4,1235.32
400,538.79,6.69,6.69,532.1
401,387.93,24.0,24.0,363.93
402,1020.0,258.21,258.21,761.79
403,1299.32,340.8,340.8,57511.19
404,445.0,220.0,220.0,225.0
405,1513.0,0.0,447.47,12786.35
406,500.5,0.0,26.95,5682.56
407,1056.03,244.91,244.91,811.12
408,562.5,88.95,88.95,2841.3
409,646.6,91.21,91.21,3332.32
410,1475.3,366.1,366.1,27730.12
411,3053.25,736.48,736.48,2316.77
412,1475.3,356.75,356.75,11185.47
413,3053.25,0.0,791.1,6786.45
414,620.0,0.0,236.1,6910.26
415,1899.85,0.0,517.36,2764.98
416,2458.45,0.0,305.38,8612.27
417,4956.73,0.0,1306.63,3650.1
418,657.5,88.74,88.74,1706.29
419,20887.18,0.0,1516.24,19370.94
420,7137.0,2935.26,2935.26,8403.47
421,435.72,137.48,137.48,298.24
422,120.09,42.79,42.79,77.3
423,633.6,112.24,112.24,521.36
424,564.71,111.07,111.07,453.64
425,633.6,112.24,112.24,521.36
426,498.65,59.54,59.54,439.11
427,616.0,110.37,110.37,505.63
428,598.0,110.37,110.37,487.63
429,862.0,90.16,90.16,771.84
430,705.5,106.52,106.52,1796.93
431,705.5,0.0,158.37,2188.54
432,2278.45,359.16,359.16,1919.29
433,2359.7,377.29,377.29,7929.63
434,1105.6,0.0,165.15,940.45
435,2400.0,360.32,360.32,4079.35
436,1500.0,0.36,0.36,2999.28
437,435.0,220.0,220.0,215.0
438,938.53,0.0,161.73,3107.2
439,405.2,0.0,47.25,715.91
440,357.76,113.59,113.59,244.17
441,625.7,0.0,91.9,2669.0
442,625.7,0.0,98.64,1581.18
443,153.45,51.36,51.36,102.09
444,204.08,0.0,203.34,18.53
445,1853.25,0.0,1140.93,2849.29
446,599.0,0.0,251.51,1737.47
447,1100.0,0.0,183.83,3664.66
448,1991.06,0.0,755.73,2470.66
449,535.12,0.0,70.86,464.26
450,3929.11,0.0,1830.01,4198.19
451,188.0,0.0,94.84,93.16
452,650.0,321.87,321.87,328.13
453,485.0,144.4,144.4,681.2
454,310.0,50.54,50.54,259.46
455,1063.83,0.0,409.87,1961.87
456,908.0,204.07,204.07,703.93
457,163.0,48.49,48.49,114.51
458,2325.0,0.0,722.38,1602.62
459,1350.0,248.65,248.65,2202.7
460,1005.0,0.0,387.87,1234.27
461,1005.0,0.0,404.78,600.22
462,2849.5,1125.85,1125.85,1723.65
463,1265.09,432.3,432.3,832.79
464,900.69,0.0,396.54,5041.55
465,527.0,48.21,48.21,478.79
466,1241.0,318.83,318.83,8299.56
467,1120.69,133.09,133.09,987.6
468,780.0,160.64,160.64,3716.18
469,867.03,0.0,403.47,463.56
470,940.0,0.0,148.76,791.24
471,940.0,0.0,148.76,791.24
472,164.14,0.0,111.17,1324.37
473,907.0,7.6,7.6,899.4
474,659.6,107.68,107.68,551.92
475,1572.45,0.0,647.84,2773.83
476,310.0,50.54,50.54,1037.84
477,1615.0,493.68,493.68,4485.26
478,760.25,0.0,123.23,637.02
